,Extraversion_score,Agreeableness_score,Conscientiousness_score,Neuroticism_score,Openness_score,Harm_Care_pt1_score,Fairness_Reciprocity_pt1_score,In-group_Loyalty_pt1_score,Authority_Respect_pt1_score,Purity_Sanctity_pt1_score,Harm_Care_pt2_score,Fairness_Reciprocity_pt2_score,In-group_Loyalty_pt2_score,Authority_Respect_pt2_score,Purity_Sanctity_pt2_score,Harm_Care_total_score,Fairness_Reciprocity_total_score,In-group_Loyalty_total_score,Authority_Respect_total_score,Purity_Sanctity_total_score
Harm_Care_pt2_score,-0.005827335756546633,0.8453291634778715,0.27506517419285165,0.020854171322660087,0.1237268930770967,0.7134022063992274,0.5683163879366263,0.395600934794761,0.1298721508612393,0.37470636328594625,1.0,0.909404616188806,0.9258881928223822,0.8980142985922809,0.8316343902133554,0.9650152791159325,0.8775247919423477,0.8876322746892007,0.8317995931276004,0.7565509032472197
Fairness_Reciprocity_pt2_score,0.08266415285803796,0.8740520429784475,0.26826636261982895,0.014578802481343663,0.26587763278679505,0.7356437888189307,0.5905590999880626,0.4298376292446896,0.11698713986858628,0.3183555539990016,0.909404616188806,1.0,0.9244593161389597,0.8901887536283325,0.7694671346048737,0.9100934802170615,0.9518919919149443,0.8982424353962924,0.8202399752026756,0.6874976622797336
In-group_Loyalty_pt2_score,0.11941042540049346,0.8982315129297241,0.2316471205926151,0.10766474404040514,0.1489124863426957,0.692787254457356,0.5191385787306523,0.39916735046018065,0.08374239204091471,0.300894427161577,0.9258881928223822,0.9244593161389597,1.0,0.9182441388762925,0.7846054964403891,0.9055653376610072,0.8698053382470704,0.9490218432478781,0.8325443175069563,0.6905603942888047
Authority_Respect_pt2_score,0.12366726442394861,0.8595957291031949,0.336650108175115,0.041296021278924955,0.06160065487583386,0.6934615584845334,0.5627771932350838,0.4748043704972371,0.16070804942186018,0.3947526912331527,0.8980142985922809,0.8901887536283325,0.9182441388762925,1.0,0.8356326194849496,0.8863591619664597,0.8614391378748666,0.908655953708467,0.9321659603407897,0.7682345367125064
Purity_Sanctity_pt2_score,-0.07556784628578811,0.6647517265369367,0.39277258307605883,-0.12470627955231868,-0.12077603045088464,0.6481018739282114,0.5788658037333093,0.4447851209938503,0.2684507785928154,0.47831528002358115,0.8316343902133554,0.7694671346048737,0.7846054964403891,0.8356326194849496,1.0,0.8230483156332686,0.779706033653595,0.7898487602231087,0.8281572500622986,0.9219536907443266
Harm_Care_total_score,0.01472023726762868,0.8456508661736649,0.3719252394409082,-0.05852025429671436,0.2311225806997391,0.8721774898049874,0.6960401382245058,0.5328679895968195,0.2652014407290571,0.49998671969521674,0.9650152791159325,0.9100934802170615,0.9055653376610072,0.8863591619664597,0.8230483156332686,1.0,0.9265255910655501,0.9183248739929336,0.8712607479979064,0.8056975185586867
Fairness_Reciprocity_total_score,0.06689630359326083,0.832121080410018,0.4385105209002975,-0.03944706222428255,0.33395955492863627,0.8390412494465729,0.8094387861756499,0.5780139769983654,0.2752627424583341,0.4837944188277932,0.8775247919423477,0.9518919919149443,0.8698053382470704,0.8614391378748666,0.779706033653595,0.9265255910655501,1.0,0.9048157202729098,0.8531905982525407,0.7677397285739544
In-group_Loyalty_total_score,0.17705303760829905,0.8705462894679847,0.3854117676576409,0.01260365452396169,0.19534785053926412,0.7982654074926211,0.6615767009654593,0.6678279629107526,0.2640204967960584,0.47122162768825626,0.8876322746892007,0.8982424353962924,0.9490218432478781,0.908655953708467,0.7898487602231087,0.9183248739929336,0.9048157202729098,1.0,0.8902975484119828,0.7694063953914045
Authority_Respect_total_score,0.12636828354697383,0.7762784245055886,0.4747390096263811,-0.1420806817716257,0.04576346104692561,0.7766491430737941,0.6750941208421658,0.6237693577449459,0.5071321315232833,0.6095901382192397,0.8317995931276004,0.8202399752026756,0.8325443175069563,0.9321659603407897,0.8281572500622986,0.8712607479979064,0.8531905982525407,0.8902975484119828,1.0,0.8576674992484369
Purity_Sanctity_total_score,-0.07318675127313835,0.5803530308970863,0.5673645227376841,-0.26443464095602875,-0.07899764514101525,0.7418165900114612,0.7044266610196703,0.6073942887447958,0.5093552534513175,0.7811069386068431,0.7565509032472197,0.6874976622797336,0.6905603942888047,0.7682345367125064,0.9219536907443266,0.8056975185586867,0.7677397285739544,0.7694063953914045,0.8576674992484369,1.0
