,Extraversion_score,Agreeableness_score,Conscientiousness_score,Neuroticism_score,Openness_score,Harm_Care_pt1_score,Fairness_Reciprocity_pt1_score,In-group_Loyalty_pt1_score,Authority_Respect_pt1_score,Purity_Sanctity_pt1_score,Harm_Care_pt2_score,Fairness_Reciprocity_pt2_score,In-group_Loyalty_pt2_score,Authority_Respect_pt2_score,Purity_Sanctity_pt2_score,Harm_Care_total_score,Fairness_Reciprocity_total_score,In-group_Loyalty_total_score,Authority_Respect_total_score,Purity_Sanctity_total_score
Harm_Care_pt2_score,0.02382310614460245,0.9111649288634651,0.23016852421589962,-0.033680588238496574,0.05708560142804831,0.9356600771494437,0.8491703000876857,0.6480773364066584,0.4887689809469751,0.47800735595883403,1.0,0.9406695166504137,0.9078796312013734,0.6540454840209026,0.6346728279359268,0.9870729902605039,0.942738993174511,0.8804770176114199,0.6173698887741357,0.6323197753954789
Fairness_Reciprocity_pt2_score,0.030037545688124653,0.9128324577777412,0.1985937791054762,-0.05436230765768379,0.20031756711801796,0.9289283615887315,0.8241793144038536,0.5866198070778311,0.3998336297931594,0.43732181813844784,0.9406695166504137,1.0,0.8474132847805553,0.5266982754293388,0.5085677587155221,0.9506636603388385,0.9667099096345255,0.8133948203619751,0.5000525444582798,0.5295146911136412
In-group_Loyalty_pt2_score,0.09723847642304971,0.8737704965212711,0.26917057007662687,0.046417960858900605,-0.11132299940575119,0.849137415888812,0.780478844854007,0.6377786721459451,0.5281213711930004,0.4623302474461597,0.9078796312013734,0.8474132847805553,1.0,0.7384354947715062,0.725011756120111,0.8959939056578613,0.8562778613489603,0.9347246072133495,0.6860346519102603,0.687116406440726
Authority_Respect_pt2_score,-0.0662238823198242,0.519986497318513,0.5082114660599326,-0.0376947057744972,-0.5052665205871654,0.5779085166404836,0.6081843964830731,0.6778467620808707,0.7727659772214517,0.6216439352743315,0.6540454840209026,0.5266982754293388,0.7384354947715062,1.0,0.8942761034997496,0.6301241566194001,0.5878208569604174,0.7856903816696633,0.9557305016539991,0.8691400306542862
Purity_Sanctity_pt2_score,-0.029221247533220134,0.5152601974223013,0.42727847754657544,-0.17208882981277557,-0.5133826817460342,0.5668731271293609,0.5897585753564237,0.6748109815010815,0.7577714555005632,0.6321934229679715,0.6346728279359268,0.5085677587155221,0.725011756120111,0.8942761034997496,1.0,0.614222245577639,0.5687202305182154,0.7756923454724561,0.8856116008745628,0.9454212348267669
Harm_Care_total_score,0.021238655117988423,0.9053023901313824,0.27138614588630167,-0.08009974449010088,0.1283093111453515,0.9801249675497796,0.8881092935818319,0.6880902912213481,0.5170648005383495,0.5226012410576371,0.9870729902605039,0.9506636603388385,0.8959939056578613,0.6301241566194001,0.614222245577639,1.0,0.9662720112529267,0.8913263416487492,0.616195456759651,0.6371767991742077
Fairness_Reciprocity_total_score,0.03721131822788942,0.8771561477264264,0.36358603100120906,-0.0618726551972079,0.21376931158633186,0.9607349288948597,0.9416516537399547,0.7197161199647587,0.5293204520773142,0.5507398782882731,0.942738993174511,0.9667099096345255,0.8562778613489603,0.5878208569604174,0.5687202305182154,0.9662720112529267,1.0,0.8804817414975977,0.5966020100529016,0.6180898067006442
In-group_Loyalty_total_score,0.13076926097486735,0.8012660270542529,0.48260540734153506,-0.09804941359940404,-0.07737006653735479,0.8727783471484255,0.8787987720903057,0.8698626339161339,0.7271988575269293,0.6678708545814712,0.8804770176114199,0.8133948203619751,0.9347246072133495,0.7856903816696633,0.7756923454724561,0.8913263416487492,0.8804817414975977,1.0,0.8065608172393315,0.8079975407894202
Authority_Respect_total_score,-0.04105077869287133,0.463537685000131,0.6419327923381215,-0.17621711426935802,-0.40641578303640336,0.5926352257602172,0.6626707207607244,0.7958181702175848,0.9253097032667805,0.7579097150605204,0.6173698887741357,0.5000525444582798,0.6860346519102603,0.9557305016539991,0.8856116008745628,0.616195456759651,0.5966020100529016,0.8065608172393315,1.0,0.9205593745044857
Purity_Sanctity_total_score,-0.01720737096168722,0.4869685201352806,0.5675526101234941,-0.33317694862460023,-0.3795959821411967,0.6203294738877393,0.6714739535175409,0.7974304757379134,0.8655493754168639,0.8501616770358119,0.6323197753954789,0.5295146911136412,0.687116406440726,0.8691400306542862,0.9454212348267669,0.6371767991742077,0.6180898067006442,0.8079975407894202,0.9205593745044857,1.0
