,Extraversion_score,Agreeableness_score,Conscientiousness_score,Neuroticism_score,Openness_score,Harm_Care_pt1_score,Fairness_Reciprocity_pt1_score,In-group_Loyalty_pt1_score,Authority_Respect_pt1_score,Purity_Sanctity_pt1_score,Harm_Care_pt2_score,Fairness_Reciprocity_pt2_score,In-group_Loyalty_pt2_score,Authority_Respect_pt2_score,Purity_Sanctity_pt2_score,Harm_Care_total_score,Fairness_Reciprocity_total_score,In-group_Loyalty_total_score,Authority_Respect_total_score,Purity_Sanctity_total_score
Harm_Care_pt2_score,0.13079709220273164,0.8579010699348276,0.3643691167591379,0.15749758389908158,0.27116988934342806,0.8491147847171764,0.7260471645244442,0.3051265558416531,0.14805023113344523,0.4711009373414606,1.0,0.9060650388756512,0.8807744235084232,0.3967750279815173,0.568650305117205,0.9553206731775074,0.8759339957429009,0.798443012679558,0.34200425425230635,0.5652945989207342
Fairness_Reciprocity_pt2_score,0.20844274593083376,0.8248598471482159,0.3024514634895092,0.20157158398658273,0.3872181634941356,0.7733840998310298,0.690690607624111,0.2556101359693144,0.058158222593042666,0.38821282429106047,0.9060650388756512,1.0,0.8433143845159606,0.27158091975576454,0.48991304838837085,0.8678382355989801,0.9000909246566589,0.7452305091998143,0.20852024466833202,0.4757474852781796
In-group_Loyalty_pt2_score,0.2874693289084863,0.834307366907974,0.3148124507272851,0.2009029295400381,0.0574426378938789,0.7370273350609814,0.5925079369522425,0.2597557552782616,0.1453518757840219,0.39673345801323506,0.8807744235084232,0.8433143845159606,1.0,0.5230608519180869,0.45896659229331155,0.8353499448357413,0.7651079435599081,0.8608514376427413,0.42135222842384445,0.4667936640629047
Authority_Respect_pt2_score,0.05545821940370281,0.28357762742076326,0.5045914968077871,0.29972418296934283,-0.4208087958731196,0.29530037295610434,0.2203821546808023,0.2052689874447172,0.31400762714078234,0.34872597220251783,0.3967750279815173,0.27158091975576454,0.5230608519180869,1.0,0.42703328292598347,0.35576512334865645,0.2642119705302833,0.4868480896927827,0.8269431073290517,0.4212877901315237
Purity_Sanctity_pt2_score,-0.1325454792345087,0.3882285080161536,0.6321308042293465,0.03740862078290199,0.1269627502739083,0.627415939029854,0.6692021445891242,0.5022206535200261,0.4532604322702429,0.632980537729512,0.568650305117205,0.48991304838837085,0.45896659229331155,0.42703328292598347,1.0,0.6241389861231764,0.6402894599554565,0.5969223864715758,0.5421569935410394,0.8692892475415267
Harm_Care_total_score,0.08731718803636435,0.8446610791308481,0.44683588191424356,0.018681756155727057,0.2580096995603143,0.9673001584969436,0.8594248077983875,0.46238235147534623,0.2733169104815096,0.6317028765845345,0.9553206731775074,0.8678382355989801,0.8353499448357413,0.35576512334865645,0.6241389861231764,1.0,0.9377950543942141,0.848421848339601,0.3899059798178684,0.6936480757809493
Fairness_Reciprocity_total_score,0.13220758802958932,0.7758684507354838,0.5368101349050441,0.05058862292752345,0.372201729272148,0.9242581575082311,0.9367624967454123,0.5364745284834815,0.3171618977541886,0.6687177837971386,0.8759339957429009,0.9000909246566589,0.7651079435599081,0.2642119705302833,0.6402894599554565,0.9377950543942141,1.0,0.8366108506286268,0.3571894951705837,0.7247941024619357
In-group_Loyalty_total_score,0.27653742392432373,0.7159687593657196,0.5916728896741553,0.030279639602489257,0.056588508807113996,0.8310376908560827,0.7899670498074729,0.7150006561839578,0.5465543146795482,0.7340811747372907,0.798443012679558,0.7452305091998143,0.8608514376427413,0.4868480896927827,0.5969223864715758,0.848421848339601,0.8366108506286268,1.0,0.6357492369667432,0.746356971130766
Authority_Respect_total_score,-0.017218772072767397,0.1646286112611445,0.7601853532087176,0.08380985739301926,-0.4104666007708961,0.4033123301428551,0.4253520358268063,0.6275825316274888,0.7935118970597914,0.6925624655166719,0.34200425425230635,0.20852024466833202,0.42135222842384445,0.8269431073290517,0.5421569935410394,0.3899059798178684,0.3571894951705837,0.6357492369667432,1.0,0.6943742043481614
Purity_Sanctity_total_score,-0.09348028368819254,0.38877138302294456,0.7750815238655641,-0.16749059419035864,0.010549476346744385,0.7545135347090748,0.8208356245901822,0.775054133014635,0.7164977993438324,0.9329171815041338,0.5652945989207342,0.4757474852781796,0.4667936640629047,0.4212877901315237,0.8692892475415267,0.6936480757809493,0.7247941024619357,0.746356971130766,0.6943742043481614,1.0
