,Extraversion_score,Agreeableness_score,Conscientiousness_score,Neuroticism_score,Openness_score,Harm_Care_pt1_score,Fairness_Reciprocity_pt1_score,In-group_Loyalty_pt1_score,Authority_Respect_pt1_score,Purity_Sanctity_pt1_score,Harm_Care_pt2_score,Fairness_Reciprocity_pt2_score,In-group_Loyalty_pt2_score,Authority_Respect_pt2_score,Purity_Sanctity_pt2_score,Harm_Care_total_score,Fairness_Reciprocity_total_score,In-group_Loyalty_total_score,Authority_Respect_total_score,Purity_Sanctity_total_score
Harm_Care_pt2_score,0.10294928068659844,0.7255386440276955,0.39702625268094044,-0.45586920589394747,0.24111880688296444,0.8759672490416469,0.18309215623515163,-0.10943643717642353,-0.03693163472750155,0.5057734076691072,1.0,0.16678308411595846,-0.24145074592582064,-0.2728051415690098,0.4775272671856381,0.9646032485686807,0.17867404961524652,-0.17404199847532978,-0.1742109786628399,0.4965564421511049
Fairness_Reciprocity_pt2_score,0.1309208166250648,0.18637668650026518,0.06591389252909122,-0.156547755486971,0.00790707182591146,0.1874048756274884,0.9161750114026668,-0.0899734444930278,-0.16602055033697688,0.008861803344928766,0.16678308411595846,1.0,-0.28111957918506675,-0.48357323898852705,-0.023874036992063117,0.18346222379767335,0.9790699904995543,-0.180152918081834,-0.3555919035506925,-0.006579731606917829
In-group_Loyalty_pt2_score,0.012025183677827383,0.04584731552418681,0.16533809885266995,0.07622986140718097,-0.3682291377452575,-0.04954141267828245,-0.1809000374932969,0.8131727348384493,0.275715671014275,-0.26884059541709887,-0.24145074592582064,-0.28111957918506675,1.0,0.3863372448372878,-0.24340788022046175,-0.1443619967224347,-0.23630885277512148,0.936942029311083,0.35066117388905116,-0.2590036292697376
Authority_Respect_pt2_score,-0.45202305861238984,-0.16540907408305727,0.49150537782062065,0.08731987371305694,-0.21375374280708415,-0.16612808033471158,-0.3430702230359403,0.17764291034167456,0.8442358314392974,-0.04266660362032491,-0.2728051415690098,-0.48357323898852705,0.3863372448372878,1.0,0.0017187342528959823,-0.22332792600420645,-0.42268641883607794,0.28000235204167956,0.96840688132808,-0.021982688471816045
Purity_Sanctity_pt2_score,-0.4429085060086668,-0.007997044573954941,0.4732896033929235,-0.025601539745128406,0.5743113881675825,0.27205843954634357,0.019207851996174256,0.013016482801278484,0.20180872519817197,0.9673084325783236,0.4775272671856381,-0.023874036992063117,-0.24340788022046175,0.0017187342528959823,1.0,0.38067703076267984,-0.0025127231751343815,-0.10139124159325008,0.09488628755809136,0.9907769513583802
Harm_Care_total_score,0.14069031860243272,0.8172606388345617,0.44637575770724486,-0.5043454506024581,0.12269185310501261,0.9721646132864908,0.22838933291660515,-0.05093179357933147,0.02459903681168157,0.4096762477912342,0.9646032485686807,0.18346222379767335,-0.1443619967224347,-0.22332792600420645,0.38067703076267984,1.0,0.21024694439327446,-0.09535216906176149,-0.11710291858014801,0.3993101082228992
Fairness_Reciprocity_total_score,0.08051790021545771,0.20958396198555063,0.158841863889479,-0.1822268382881051,-0.015197944268124014,0.2258345734740809,0.9785674246498987,-0.05509780922099311,-0.07600797695847991,0.03249773916082403,0.17867404961524652,0.9790699904995543,-0.23630885277512148,-0.42268641883607794,-0.0025127231751343815,0.21024694439327446,1.0,-0.13910652937207188,-0.2786644609249586,0.01617305054564685
In-group_Loyalty_total_score,-0.06866584199887213,0.01571104006049196,0.20294044662905775,0.07064196771836097,-0.2385534029825181,-0.019784330804036854,-0.09164825480323613,0.9653037100845234,0.22233047499580164,-0.11111385380062662,-0.17404199847532978,-0.180152918081834,0.936942029311083,0.28000235204167956,-0.10139124159325008,-0.09535216906176149,-0.13910652937207188,1.0,0.2646155514346963,-0.1074220571791666
Authority_Respect_total_score,-0.5086643179283463,-0.090603853435455,0.6321315743145708,0.03760020402894217,-0.18848087789756762,-0.05942070996352898,-0.18895499522369877,0.1786747736371099,0.9512220154198271,0.059380661705391136,-0.1742109786628399,-0.3555919035506925,0.35066117388905116,0.96840688132808,0.09488628755809136,-0.11710291858014801,-0.2786644609249586,0.2646155514346963,1.0,0.07669750961291903
Purity_Sanctity_total_score,-0.42835565512688933,-0.014101299924736178,0.4886101501304228,-0.05383859874224972,0.597978715980571,0.28923492863746464,0.03850532696019069,0.014625835045892599,0.19203785695406042,0.9927508159585793,0.4965564421511049,-0.006579731606917829,-0.2590036292697376,-0.021982688471816045,0.9907769513583802,0.3993101082228992,0.01617305054564685,-0.1074220571791666,0.07669750961291903,1.0
